title,playlist,u_n_words,u_valence,u_dominance,u_arousal,u_negative,u_positive,u_joy,u_anger,u_surprise,u_disgust,u_fear,u_sadness,u_trust,u_anticipation,n_words,valence,dominance,arousal,negative,positive,joy,anger,surprise,disgust,fear,sadness,trust,anticipation,s_n_words,s_valence,s_dominance,s_arousal,s_negative,s_positive,s_joy,s_anger,s_surprise,s_disgust,s_fear,s_sadness,s_trust,s_anticipation,joy_ratio,anger_ratio,surprise_ratio,disgust_ratio,fear_ratio,sadness_ratio,trust_ratio,anticipation_ratio,sentiment,artist,wheel_playlist,q1,q2,q3,q4
6000 Degrees (AH HA),bbe,428,0.5260227272727275,0.47657954545454523,0.48038636363636383,41,17,3.71,23.62100000000001,1.7030000000000003,18.772999999999993,10.504000000000001,12.634000000000006,3.5220000000000002,3.664,188,0.5260227272727276,0.4765795454545453,0.48038636363636367,14,11,2.741,5.308,1.5,3.697,3.5320000000000005,3.218,2.523,2.484,134,0.5227349397590364,0.4762289156626507,0.4859277108433735,14,11,2.741,5.308,1.5,3.697,3.5320000000000005,3.218,2.523,2.484,0.10962684477862657,0.21229452465704116,0.059992800863896335,0.1478622565292165,0.1412630484341879,0.1287045554533456,0.10090789105307364,0.09934807823061233,-0.06382978723404255,$hyfromdatre,anger,0.1696196456425229,0.36015678118625766,0.2699676038875335,0.20025596928368597
6000 Degrees (AH HA),bbe,428,0.5260227272727275,0.47657954545454523,0.48038636363636383,41,17,3.71,23.62100000000001,1.7030000000000003,18.772999999999993,10.504000000000001,12.634000000000006,3.5220000000000002,3.664,188,0.5260227272727276,0.4765795454545453,0.48038636363636367,14,11,2.741,5.308,1.5,3.697,3.5320000000000005,3.218,2.523,2.484,134,0.5227349397590364,0.4762289156626507,0.4859277108433735,14,11,2.741,5.308,1.5,3.697,3.5320000000000005,3.218,2.523,2.484,0.10962684477862657,0.21229452465704116,0.059992800863896335,0.1478622565292165,0.1412630484341879,0.1287045554533456,0.10090789105307364,0.09934807823061233,-0.06382978723404255,$hyfromdatre,disgust,0.1696196456425229,0.36015678118625766,0.2699676038875335,0.20025596928368597
A Lack of Color,fall_feels,145,0.5624117647058823,0.5253235294117646,0.44926470588235295,4,4,1.278,0.596,0.0,0.9460000000000001,0.544,1.016,1.931,2.032,82,0.5624117647058823,0.5253235294117649,0.44926470588235295,4,3,1.278,0.596,0.0,0.68,0.544,1.016,1.204,1.516,48,0.5608333333333331,0.5337999999999999,0.45493333333333336,4,3,1.278,0.596,0.0,0.68,0.544,0.735,1.204,1.516,0.18700614574187882,0.08721100380450687,0.0,0.09950248756218906,0.07960199004975124,0.14866842259291776,0.17617793386011119,0.221832016388645,-0.04878048780487805,Death Cab for Cutie,anticipation,0.18700614574187882,0.18671349136669593,0.228270412642669,0.3980099502487562
A Second to Midnight,happy_beats,352,0.6062558139534883,0.5545116279069767,0.4571627906976745,8,12,7.263999999999999,0.67,1.5549999999999997,0.43799999999999994,1.0310000000000001,1.6350000000000002,8.753,6.124,97,0.6062558139534884,0.5545116279069767,0.4571627906976746,3,5,3.277,0.67,0.867,0.219,1.0310000000000001,0.545,2.977,2.164,62,0.6047380952380952,0.554952380952381,0.4550000000000002,3,5,3.277,0.67,0.867,0.219,1.0310000000000001,0.545,2.977,2.164,0.27889361702127663,0.057021276595744685,0.07378723404255319,0.018638297872340427,0.08774468085106384,0.04638297872340426,0.25336170212765957,0.18417021276595746,0.08247422680412371,Kylie Minogue,trust,0.35268085106382985,0.0756595744680851,0.1341276595744681,0.43753191489361704
A Second to Midnight,happy_beats,352,0.6062558139534883,0.5545116279069767,0.4571627906976745,8,12,7.263999999999999,0.67,1.5549999999999997,0.43799999999999994,1.0310000000000001,1.6350000000000002,8.753,6.124,97,0.6062558139534884,0.5545116279069767,0.4571627906976746,3,5,3.277,0.67,0.867,0.219,1.0310000000000001,0.545,2.977,2.164,62,0.6047380952380952,0.554952380952381,0.4550000000000002,3,5,3.277,0.67,0.867,0.219,1.0310000000000001,0.545,2.977,2.164,0.27889361702127663,0.057021276595744685,0.07378723404255319,0.018638297872340427,0.08774468085106384,0.04638297872340426,0.25336170212765957,0.18417021276595746,0.08247422680412371,Years & Years,anticipation,0.35268085106382985,0.0756595744680851,0.1341276595744681,0.43753191489361704
A Second to Midnight,happy_beats,352,0.6062558139534883,0.5545116279069767,0.4571627906976745,8,12,7.263999999999999,0.67,1.5549999999999997,0.43799999999999994,1.0310000000000001,1.6350000000000002,8.753,6.124,97,0.6062558139534884,0.5545116279069767,0.4571627906976746,3,5,3.277,0.67,0.867,0.219,1.0310000000000001,0.545,2.977,2.164,62,0.6047380952380952,0.554952380952381,0.4550000000000002,3,5,3.277,0.67,0.867,0.219,1.0310000000000001,0.545,2.977,2.164,0.27889361702127663,0.057021276595744685,0.07378723404255319,0.018638297872340427,0.08774468085106384,0.04638297872340426,0.25336170212765957,0.18417021276595746,0.08247422680412371,Years & Years,joy,0.35268085106382985,0.0756595744680851,0.1341276595744681,0.43753191489361704
A Second to Midnight,happy_beats,352,0.6062558139534883,0.5545116279069767,0.4571627906976745,8,12,7.263999999999999,0.67,1.5549999999999997,0.43799999999999994,1.0310000000000001,1.6350000000000002,8.753,6.124,97,0.6062558139534884,0.5545116279069767,0.4571627906976746,3,5,3.277,0.67,0.867,0.219,1.0310000000000001,0.545,2.977,2.164,62,0.6047380952380952,0.554952380952381,0.4550000000000002,3,5,3.277,0.67,0.867,0.219,1.0310000000000001,0.545,2.977,2.164,0.27889361702127663,0.057021276595744685,0.07378723404255319,0.018638297872340427,0.08774468085106384,0.04638297872340426,0.25336170212765957,0.18417021276595746,0.08247422680412371,Years & Years,trust,0.35268085106382985,0.0756595744680851,0.1341276595744681,0.43753191489361704
A Second to Midnight,happy_beats,352,0.6062558139534883,0.5545116279069767,0.4571627906976745,8,12,7.263999999999999,0.67,1.5549999999999997,0.43799999999999994,1.0310000000000001,1.6350000000000002,8.753,6.124,97,0.6062558139534884,0.5545116279069767,0.4571627906976746,3,5,3.277,0.67,0.867,0.219,1.0310000000000001,0.545,2.977,2.164,62,0.6047380952380952,0.554952380952381,0.4550000000000002,3,5,3.277,0.67,0.867,0.219,1.0310000000000001,0.545,2.977,2.164,0.27889361702127663,0.057021276595744685,0.07378723404255319,0.018638297872340427,0.08774468085106384,0.04638297872340426,0.25336170212765957,0.18417021276595746,0.08247422680412371,Kylie Minogue,joy,0.35268085106382985,0.0756595744680851,0.1341276595744681,0.43753191489361704
A Second to Midnight,happy_beats,352,0.6062558139534883,0.5545116279069767,0.4571627906976745,8,12,7.263999999999999,0.67,1.5549999999999997,0.43799999999999994,1.0310000000000001,1.6350000000000002,8.753,6.124,97,0.6062558139534884,0.5545116279069767,0.4571627906976746,3,5,3.277,0.67,0.867,0.219,1.0310000000000001,0.545,2.977,2.164,62,0.6047380952380952,0.554952380952381,0.4550000000000002,3,5,3.277,0.67,0.867,0.219,1.0310000000000001,0.545,2.977,2.164,0.27889361702127663,0.057021276595744685,0.07378723404255319,0.018638297872340427,0.08774468085106384,0.04638297872340426,0.25336170212765957,0.18417021276595746,0.08247422680412371,Kylie Minogue,anticipation,0.35268085106382985,0.0756595744680851,0.1341276595744681,0.43753191489361704
A Soulmate Who Wasn’t Meant to Be,idk,242,0.6438125000000001,0.52409375,0.44018750000000006,8,7,4.7669999999999995,0.667,2.319,0.0,3.6399999999999992,0.188,1.6729999999999998,2.133,78,0.6438125,0.5240937500000001,0.44018750000000006,3,3,2.141,0.667,0.773,0.0,1.375,0.188,1.063,0.711,42,0.6404615384615385,0.5181538461538462,0.45111538461538464,3,3,2.141,0.667,0.773,0.0,1.375,0.188,1.063,0.711,0.30948250939577915,0.09641514888696157,0.11173749638623881,0.0,0.19875686614628507,0.02717548424400116,0.15365712633709167,0.10277536860364268,0.0,Jess Benko,fear,0.42122000578201796,0.09641514888696157,0.22593235039028622,0.25643249494073433
A Soulmate Who Wasn’t Meant to Be,idk,242,0.6438125000000001,0.52409375,0.44018750000000006,8,7,4.7669999999999995,0.667,2.319,0.0,3.6399999999999992,0.188,1.6729999999999998,2.133,78,0.6438125,0.5240937500000001,0.44018750000000006,3,3,2.141,0.667,0.773,0.0,1.375,0.188,1.063,0.711,42,0.6404615384615385,0.5181538461538462,0.45111538461538464,3,3,2.141,0.667,0.773,0.0,1.375,0.188,1.063,0.711,0.30948250939577915,0.09641514888696157,0.11173749638623881,0.0,0.19875686614628507,0.02717548424400116,0.15365712633709167,0.10277536860364268,0.0,Jess Benko,surprise,0.42122000578201796,0.09641514888696157,0.22593235039028622,0.25643249494073433
A Soulmate Who Wasn’t Meant to Be,idk,242,0.6438125000000001,0.52409375,0.44018750000000006,8,7,4.7669999999999995,0.667,2.319,0.0,3.6399999999999992,0.188,1.6729999999999998,2.133,78,0.6438125,0.5240937500000001,0.44018750000000006,3,3,2.141,0.667,0.773,0.0,1.375,0.188,1.063,0.711,42,0.6404615384615385,0.5181538461538462,0.45111538461538464,3,3,2.141,0.667,0.773,0.0,1.375,0.188,1.063,0.711,0.30948250939577915,0.09641514888696157,0.11173749638623881,0.0,0.19875686614628507,0.02717548424400116,0.15365712633709167,0.10277536860364268,0.0,Jess Benko,joy,0.42122000578201796,0.09641514888696157,0.22593235039028622,0.25643249494073433
