title,playlist,n_words,arousal,dominance,valence,negative,positive,surprise,trust,fear,disgust,anger,joy,anticipation,sadness,u_n_words,u_arousal,u_dominance,u_valence,u_negative,u_positive,u_surprise,u_trust,u_fear,u_disgust,u_anger,u_joy,u_anticipation,u_sadness,s_n_words,s_arousal,s_dominance,s_valence,s_negative,s_positive,s_surprise,s_trust,s_fear,s_disgust,s_anger,s_joy,s_anticipation,s_sadness,surprise_ratio,trust_ratio,fear_ratio,disgust_ratio,anger_ratio,joy_ratio,anticipation_ratio,sadness_ratio,sentiment,artist,wheel_playlist
American Idiot,teen_angst,200,0.4999354838709678,0.49687096774193545,0.5738709677419356,10,4,0,7,6,6,3,4,4,1,70,0.4999354838709677,0.49687096774193545,0.5738709677419355,5,2,0,4,3,2,1,2,2,1,44,0.5125,0.49496428571428563,0.563857142857143,5,2,0,4,3,2,1,2,2,1,0.0,0.22580645161290322,0.1935483870967742,0.1935483870967742,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.03225806451612903,-0.12,Green Day,trust
American Idiot,teen_angst,200,0.4999354838709678,0.49687096774193545,0.5738709677419356,10,4,0,7,6,6,3,4,4,1,70,0.4999354838709677,0.49687096774193545,0.5738709677419355,5,2,0,4,3,2,1,2,2,1,44,0.5125,0.49496428571428563,0.563857142857143,5,2,0,4,3,2,1,2,2,1,0.0,0.22580645161290322,0.1935483870967742,0.1935483870967742,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.03225806451612903,-0.12,Green Day,disgust
American Idiot,teen_angst,200,0.4999354838709678,0.49687096774193545,0.5738709677419356,10,4,0,7,6,6,3,4,4,1,70,0.4999354838709677,0.49687096774193545,0.5738709677419355,5,2,0,4,3,2,1,2,2,1,44,0.5125,0.49496428571428563,0.563857142857143,5,2,0,4,3,2,1,2,2,1,0.0,0.22580645161290322,0.1935483870967742,0.1935483870967742,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.03225806451612903,-0.12,Green Day,joy
American Idiot,teen_angst,200,0.4999354838709678,0.49687096774193545,0.5738709677419356,10,4,0,7,6,6,3,4,4,1,70,0.4999354838709677,0.49687096774193545,0.5738709677419355,5,2,0,4,3,2,1,2,2,1,44,0.5125,0.49496428571428563,0.563857142857143,5,2,0,4,3,2,1,2,2,1,0.0,0.22580645161290322,0.1935483870967742,0.1935483870967742,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.03225806451612903,-0.12,Green Day,fear
Animal,teen_angst,159,0.41231818181818175,0.5300454545454545,0.6514090909090908,3,3,0,0,0,1,0,2,0,0,47,0.4123181818181818,0.5300454545454546,0.6514090909090909,2,2,0,0,0,1,0,1,0,0,24,0.4158888888888889,0.5135000000000001,0.6408888888888887,2,2,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,Sir Chloe,joy
Animal,teen_angst,159,0.41231818181818175,0.5300454545454545,0.6514090909090908,3,3,0,0,0,1,0,2,0,0,47,0.4123181818181818,0.5300454545454546,0.6514090909090909,2,2,0,0,0,1,0,1,0,0,24,0.4158888888888889,0.5135000000000001,0.6408888888888887,2,2,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,Sir Chloe,disgust
Beachboy,teen_angst,490,0.4545074626865672,0.5043880597014926,0.5862089552238806,22,23,13,21,18,6,20,19,13,13,147,0.45450746268656733,0.5043880597014925,0.5862089552238805,8,9,5,8,8,2,6,6,7,6,94,0.45820634920634945,0.498031746031746,0.579063492063492,8,9,5,8,8,2,6,6,7,6,0.10569105691056911,0.17073170731707318,0.14634146341463414,0.04878048780487805,0.16260162601626016,0.15447154471544716,0.10569105691056911,0.10569105691056911,0.00816326530612245,McCafferty,surprise
Beachboy,teen_angst,490,0.4545074626865672,0.5043880597014926,0.5862089552238806,22,23,13,21,18,6,20,19,13,13,147,0.45450746268656733,0.5043880597014925,0.5862089552238805,8,9,5,8,8,2,6,6,7,6,94,0.45820634920634945,0.498031746031746,0.579063492063492,8,9,5,8,8,2,6,6,7,6,0.10569105691056911,0.17073170731707318,0.14634146341463414,0.04878048780487805,0.16260162601626016,0.15447154471544716,0.10569105691056911,0.10569105691056911,0.00816326530612245,McCafferty,trust
Beachboy,teen_angst,490,0.4545074626865672,0.5043880597014926,0.5862089552238806,22,23,13,21,18,6,20,19,13,13,147,0.45450746268656733,0.5043880597014925,0.5862089552238805,8,9,5,8,8,2,6,6,7,6,94,0.45820634920634945,0.498031746031746,0.579063492063492,8,9,5,8,8,2,6,6,7,6,0.10569105691056911,0.17073170731707318,0.14634146341463414,0.04878048780487805,0.16260162601626016,0.15447154471544716,0.10569105691056911,0.10569105691056911,0.00816326530612245,McCafferty,anger
Beachboy,teen_angst,490,0.4545074626865672,0.5043880597014926,0.5862089552238806,22,23,13,21,18,6,20,19,13,13,147,0.45450746268656733,0.5043880597014925,0.5862089552238805,8,9,5,8,8,2,6,6,7,6,94,0.45820634920634945,0.498031746031746,0.579063492063492,8,9,5,8,8,2,6,6,7,6,0.10569105691056911,0.17073170731707318,0.14634146341463414,0.04878048780487805,0.16260162601626016,0.15447154471544716,0.10569105691056911,0.10569105691056911,0.00816326530612245,McCafferty,joy
Better Than Me,teen_angst,175,0.473090909090909,0.5001212121212121,0.5924545454545456,5,3,2,5,1,3,3,3,3,1,84,0.47309090909090906,0.5001212121212121,0.5924545454545456,5,2,1,3,1,3,3,2,2,1,48,0.47543333333333326,0.4982666666666667,0.5877,5,2,1,3,1,3,3,2,2,1,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.047619047619047616,-0.045714285714285714,The Brobecks,surprise
Better Than Me,teen_angst,175,0.473090909090909,0.5001212121212121,0.5924545454545456,5,3,2,5,1,3,3,3,3,1,84,0.47309090909090906,0.5001212121212121,0.5924545454545456,5,2,1,3,1,3,3,2,2,1,48,0.47543333333333326,0.4982666666666667,0.5877,5,2,1,3,1,3,3,2,2,1,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.047619047619047616,-0.045714285714285714,The Brobecks,trust
Better Than Me,teen_angst,175,0.473090909090909,0.5001212121212121,0.5924545454545456,5,3,2,5,1,3,3,3,3,1,84,0.47309090909090906,0.5001212121212121,0.5924545454545456,5,2,1,3,1,3,3,2,2,1,48,0.47543333333333326,0.4982666666666667,0.5877,5,2,1,3,1,3,3,2,2,1,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.047619047619047616,-0.045714285714285714,The Brobecks,disgust
Better Than Me,teen_angst,175,0.473090909090909,0.5001212121212121,0.5924545454545456,5,3,2,5,1,3,3,3,3,1,84,0.47309090909090906,0.5001212121212121,0.5924545454545456,5,2,1,3,1,3,3,2,2,1,48,0.47543333333333326,0.4982666666666667,0.5877,5,2,1,3,1,3,3,2,2,1,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.047619047619047616,-0.045714285714285714,The Brobecks,anger
Better Than Me,teen_angst,175,0.473090909090909,0.5001212121212121,0.5924545454545456,5,3,2,5,1,3,3,3,3,1,84,0.47309090909090906,0.5001212121212121,0.5924545454545456,5,2,1,3,1,3,3,2,2,1,48,0.47543333333333326,0.4982666666666667,0.5877,5,2,1,3,1,3,3,2,2,1,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.047619047619047616,-0.045714285714285714,The Brobecks,joy
Better Than Me,teen_angst,175,0.473090909090909,0.5001212121212121,0.5924545454545456,5,3,2,5,1,3,3,3,3,1,84,0.47309090909090906,0.5001212121212121,0.5924545454545456,5,2,1,3,1,3,3,2,2,1,48,0.47543333333333326,0.4982666666666667,0.5877,5,2,1,3,1,3,3,2,2,1,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.047619047619047616,-0.045714285714285714,The Brobecks,anticipation
Don't Look At Me,teen_angst,343,0.498388888888889,0.4858333333333334,0.5113888888888889,11,0,0,0,7,0,0,0,0,4,46,0.4983888888888889,0.4858333333333334,0.5113888888888889,3,0,0,0,2,0,0,0,0,1,26,0.5215333333333334,0.4800666666666667,0.4802,3,0,0,0,2,0,0,0,0,1,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.36363636363636365,-0.1282798833819242,POORSTACY,fear
Don't Look At Me,teen_angst,343,0.498388888888889,0.4858333333333334,0.5113888888888889,11,0,0,0,7,0,0,0,0,4,46,0.4983888888888889,0.4858333333333334,0.5113888888888889,3,0,0,0,2,0,0,0,0,1,26,0.5215333333333334,0.4800666666666667,0.4802,3,0,0,0,2,0,0,0,0,1,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.36363636363636365,-0.1282798833819242,POORSTACY,sadness
F.U.,teen_angst,303,0.4604749999999999,0.5017,0.555925,14,7,10,4,9,7,13,4,10,5,81,0.460475,0.5017,0.555925,7,3,4,2,3,3,5,2,3,2,51,0.4608378378378379,0.4964864864864865,0.5507027027027027,7,3,4,2,3,3,5,2,3,2,0.16129032258064516,0.06451612903225806,0.14516129032258066,0.11290322580645161,0.20967741935483872,0.06451612903225806,0.16129032258064516,0.08064516129032258,-0.0924092409240924,Avril Lavigne,disgust
F.U.,teen_angst,303,0.4604749999999999,0.5017,0.555925,14,7,10,4,9,7,13,4,10,5,81,0.460475,0.5017,0.555925,7,3,4,2,3,3,5,2,3,2,51,0.4608378378378379,0.4964864864864865,0.5507027027027027,7,3,4,2,3,3,5,2,3,2,0.16129032258064516,0.06451612903225806,0.14516129032258066,0.11290322580645161,0.20967741935483872,0.06451612903225806,0.16129032258064516,0.08064516129032258,-0.0924092409240924,Avril Lavigne,anger
F.U.,teen_angst,303,0.4604749999999999,0.5017,0.555925,14,7,10,4,9,7,13,4,10,5,81,0.460475,0.5017,0.555925,7,3,4,2,3,3,5,2,3,2,51,0.4608378378378379,0.4964864864864865,0.5507027027027027,7,3,4,2,3,3,5,2,3,2,0.16129032258064516,0.06451612903225806,0.14516129032258066,0.11290322580645161,0.20967741935483872,0.06451612903225806,0.16129032258064516,0.08064516129032258,-0.0924092409240924,Avril Lavigne,surprise
F.U.,teen_angst,303,0.4604749999999999,0.5017,0.555925,14,7,10,4,9,7,13,4,10,5,81,0.460475,0.5017,0.555925,7,3,4,2,3,3,5,2,3,2,51,0.4608378378378379,0.4964864864864865,0.5507027027027027,7,3,4,2,3,3,5,2,3,2,0.16129032258064516,0.06451612903225806,0.14516129032258066,0.11290322580645161,0.20967741935483872,0.06451612903225806,0.16129032258064516,0.08064516129032258,-0.0924092409240924,Avril Lavigne,anticipation
Future Me Hates Me,teen_angst,405,0.5157441860465117,0.45381395348837206,0.4780697674418606,42,3,1,2,22,13,14,2,5,28,109,0.5157441860465117,0.45381395348837217,0.4780697674418604,14,3,1,2,8,2,3,2,3,10,69,0.5269230769230769,0.453,0.46820512820512816,14,3,1,2,8,2,3,2,3,10,0.011494252873563218,0.022988505747126436,0.25287356321839083,0.14942528735632185,0.16091954022988506,0.022988505747126436,0.05747126436781609,0.3218390804597701,-0.3851851851851852,The Beths,fear
Future Me Hates Me,teen_angst,405,0.5157441860465117,0.45381395348837206,0.4780697674418606,42,3,1,2,22,13,14,2,5,28,109,0.5157441860465117,0.45381395348837217,0.4780697674418604,14,3,1,2,8,2,3,2,3,10,69,0.5269230769230769,0.453,0.46820512820512816,14,3,1,2,8,2,3,2,3,10,0.011494252873563218,0.022988505747126436,0.25287356321839083,0.14942528735632185,0.16091954022988506,0.022988505747126436,0.05747126436781609,0.3218390804597701,-0.3851851851851852,The Beths,disgust
Future Me Hates Me,teen_angst,405,0.5157441860465117,0.45381395348837206,0.4780697674418606,42,3,1,2,22,13,14,2,5,28,109,0.5157441860465117,0.45381395348837217,0.4780697674418604,14,3,1,2,8,2,3,2,3,10,69,0.5269230769230769,0.453,0.46820512820512816,14,3,1,2,8,2,3,2,3,10,0.011494252873563218,0.022988505747126436,0.25287356321839083,0.14942528735632185,0.16091954022988506,0.022988505747126436,0.05747126436781609,0.3218390804597701,-0.3851851851851852,The Beths,anger
Future Me Hates Me,teen_angst,405,0.5157441860465117,0.45381395348837206,0.4780697674418606,42,3,1,2,22,13,14,2,5,28,109,0.5157441860465117,0.45381395348837217,0.4780697674418604,14,3,1,2,8,2,3,2,3,10,69,0.5269230769230769,0.453,0.46820512820512816,14,3,1,2,8,2,3,2,3,10,0.011494252873563218,0.022988505747126436,0.25287356321839083,0.14942528735632185,0.16091954022988506,0.022988505747126436,0.05747126436781609,0.3218390804597701,-0.3851851851851852,The Beths,sadness
Harness Your Hopes - B-side,teen_angst,275,0.43766666666666665,0.5008765432098764,0.5605802469135803,12,8,4,11,6,4,5,7,10,6,158,0.43766666666666676,0.5008765432098763,0.5605802469135803,10,6,2,9,5,3,4,5,8,5,114,0.439818181818182,0.4954935064935064,0.5534025974025976,10,6,2,9,5,3,4,5,8,5,0.07547169811320754,0.20754716981132076,0.11320754716981132,0.07547169811320754,0.09433962264150944,0.1320754716981132,0.18867924528301888,0.11320754716981132,-0.05818181818181818,Pavement,sadness
Harness Your Hopes - B-side,teen_angst,275,0.43766666666666665,0.5008765432098764,0.5605802469135803,12,8,4,11,6,4,5,7,10,6,158,0.43766666666666676,0.5008765432098763,0.5605802469135803,10,6,2,9,5,3,4,5,8,5,114,0.439818181818182,0.4954935064935064,0.5534025974025976,10,6,2,9,5,3,4,5,8,5,0.07547169811320754,0.20754716981132076,0.11320754716981132,0.07547169811320754,0.09433962264150944,0.1320754716981132,0.18867924528301888,0.11320754716981132,-0.05818181818181818,Pavement,surprise
Harness Your Hopes - B-side,teen_angst,275,0.43766666666666665,0.5008765432098764,0.5605802469135803,12,8,4,11,6,4,5,7,10,6,158,0.43766666666666676,0.5008765432098763,0.5605802469135803,10,6,2,9,5,3,4,5,8,5,114,0.439818181818182,0.4954935064935064,0.5534025974025976,10,6,2,9,5,3,4,5,8,5,0.07547169811320754,0.20754716981132076,0.11320754716981132,0.07547169811320754,0.09433962264150944,0.1320754716981132,0.18867924528301888,0.11320754716981132,-0.05818181818181818,Pavement,trust
Harness Your Hopes - B-side,teen_angst,275,0.43766666666666665,0.5008765432098764,0.5605802469135803,12,8,4,11,6,4,5,7,10,6,158,0.43766666666666676,0.5008765432098763,0.5605802469135803,10,6,2,9,5,3,4,5,8,5,114,0.439818181818182,0.4954935064935064,0.5534025974025976,10,6,2,9,5,3,4,5,8,5,0.07547169811320754,0.20754716981132076,0.11320754716981132,0.07547169811320754,0.09433962264150944,0.1320754716981132,0.18867924528301888,0.11320754716981132,-0.05818181818181818,Pavement,anticipation
Harness Your Hopes - B-side,teen_angst,275,0.43766666666666665,0.5008765432098764,0.5605802469135803,12,8,4,11,6,4,5,7,10,6,158,0.43766666666666676,0.5008765432098763,0.5605802469135803,10,6,2,9,5,3,4,5,8,5,114,0.439818181818182,0.4954935064935064,0.5534025974025976,10,6,2,9,5,3,4,5,8,5,0.07547169811320754,0.20754716981132076,0.11320754716981132,0.07547169811320754,0.09433962264150944,0.1320754716981132,0.18867924528301888,0.11320754716981132,-0.05818181818181818,Pavement,joy
Hell Hounds,teen_angst,273,0.458311111111111,0.4656444444444445,0.5020000000000001,13,1,0,3,4,8,7,1,5,4,95,0.45831111111111134,0.46564444444444447,0.5020000000000001,8,1,0,3,1,4,3,1,4,1,63,0.4660769230769232,0.46012820512820507,0.4897948717948718,8,1,0,3,1,4,3,1,4,1,0.0,0.09375,0.125,0.25,0.21875,0.03125,0.15625,0.125,-0.17582417582417584,chloe moriondo,anticipation
Hell Hounds,teen_angst,273,0.458311111111111,0.4656444444444445,0.5020000000000001,13,1,0,3,4,8,7,1,5,4,95,0.45831111111111134,0.46564444444444447,0.5020000000000001,8,1,0,3,1,4,3,1,4,1,63,0.4660769230769232,0.46012820512820507,0.4897948717948718,8,1,0,3,1,4,3,1,4,1,0.0,0.09375,0.125,0.25,0.21875,0.03125,0.15625,0.125,-0.17582417582417584,chloe moriondo,sadness
Hell Hounds,teen_angst,273,0.458311111111111,0.4656444444444445,0.5020000000000001,13,1,0,3,4,8,7,1,5,4,95,0.45831111111111134,0.46564444444444447,0.5020000000000001,8,1,0,3,1,4,3,1,4,1,63,0.4660769230769232,0.46012820512820507,0.4897948717948718,8,1,0,3,1,4,3,1,4,1,0.0,0.09375,0.125,0.25,0.21875,0.03125,0.15625,0.125,-0.17582417582417584,chloe moriondo,disgust
Hell Hounds,teen_angst,273,0.458311111111111,0.4656444444444445,0.5020000000000001,13,1,0,3,4,8,7,1,5,4,95,0.45831111111111134,0.46564444444444447,0.5020000000000001,8,1,0,3,1,4,3,1,4,1,63,0.4660769230769232,0.46012820512820507,0.4897948717948718,8,1,0,3,1,4,3,1,4,1,0.0,0.09375,0.125,0.25,0.21875,0.03125,0.15625,0.125,-0.17582417582417584,chloe moriondo,anger
I Just Threw Out The Love Of My Dreams,teen_angst,218,0.39092857142857146,0.5007500000000001,0.6237857142857143,0,11,0,0,0,0,0,8,0,0,63,0.3909285714285714,0.5007500000000001,0.6237857142857143,0,2,0,0,0,0,0,1,0,0,34,0.39895833333333336,0.49912500000000004,0.6237083333333332,0,2,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2018348623853211,Weezer,joy
I Threw Glass at My Friend's Eyes and Now I'm on Probation,teen_angst,287,0.460936170212766,0.4756170212765957,0.5421063829787233,9,2,0,2,4,6,4,1,1,6,100,0.4609361702127661,0.47561702127659594,0.5421063829787235,8,2,0,2,3,5,3,1,1,5,59,0.469404761904762,0.4711904761904763,0.5292142857142857,8,2,0,2,3,5,3,1,1,5,0.0,0.08333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.25,-0.0975609756097561,Destroy Boys,fear
I Threw Glass at My Friend's Eyes and Now I'm on Probation,teen_angst,287,0.460936170212766,0.4756170212765957,0.5421063829787233,9,2,0,2,4,6,4,1,1,6,100,0.4609361702127661,0.47561702127659594,0.5421063829787235,8,2,0,2,3,5,3,1,1,5,59,0.469404761904762,0.4711904761904763,0.5292142857142857,8,2,0,2,3,5,3,1,1,5,0.0,0.08333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.25,-0.0975609756097561,Destroy Boys,disgust
I Threw Glass at My Friend's Eyes and Now I'm on Probation,teen_angst,287,0.460936170212766,0.4756170212765957,0.5421063829787233,9,2,0,2,4,6,4,1,1,6,100,0.4609361702127661,0.47561702127659594,0.5421063829787235,8,2,0,2,3,5,3,1,1,5,59,0.469404761904762,0.4711904761904763,0.5292142857142857,8,2,0,2,3,5,3,1,1,5,0.0,0.08333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.25,-0.0975609756097561,Destroy Boys,sadness
I Threw Glass at My Friend's Eyes and Now I'm on Probation,teen_angst,287,0.460936170212766,0.4756170212765957,0.5421063829787233,9,2,0,2,4,6,4,1,1,6,100,0.4609361702127661,0.47561702127659594,0.5421063829787235,8,2,0,2,3,5,3,1,1,5,59,0.469404761904762,0.4711904761904763,0.5292142857142857,8,2,0,2,3,5,3,1,1,5,0.0,0.08333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.25,-0.0975609756097561,Destroy Boys,anger
I'm Not Okay (I Promise),teen_angst,240,0.4290000000000002,0.46587234042553194,0.581468085106383,7,5,1,8,1,0,0,3,5,2,97,0.4290000000000001,0.46587234042553194,0.5814680851063831,6,5,1,7,1,0,0,3,3,2,59,0.4344761904761905,0.4574761904761904,0.5791904761904763,6,5,1,7,1,0,0,3,3,2,0.05,0.4,0.05,0.0,0.0,0.15,0.25,0.1,-0.03333333333333333,My Chemical Romance,anticipation
I'm Not Okay (I Promise),teen_angst,240,0.4290000000000002,0.46587234042553194,0.581468085106383,7,5,1,8,1,0,0,3,5,2,97,0.4290000000000001,0.46587234042553194,0.5814680851063831,6,5,1,7,1,0,0,3,3,2,59,0.4344761904761905,0.4574761904761904,0.5791904761904763,6,5,1,7,1,0,0,3,3,2,0.05,0.4,0.05,0.0,0.0,0.15,0.25,0.1,-0.03333333333333333,My Chemical Romance,joy
I'm Not Okay (I Promise),teen_angst,240,0.4290000000000002,0.46587234042553194,0.581468085106383,7,5,1,8,1,0,0,3,5,2,97,0.4290000000000001,0.46587234042553194,0.5814680851063831,6,5,1,7,1,0,0,3,3,2,59,0.4344761904761905,0.4574761904761904,0.5791904761904763,6,5,1,7,1,0,0,3,3,2,0.05,0.4,0.05,0.0,0.0,0.15,0.25,0.1,-0.03333333333333333,My Chemical Romance,trust
King For A Day,teen_angst,485,0.4981176470588236,0.496098039215686,0.5365784313725492,27,18,8,6,18,10,9,10,12,16,186,0.49811764705882355,0.4960980392156861,0.5365784313725491,18,15,5,5,12,5,6,8,9,9,137,0.5020408163265305,0.4933673469387753,0.5326530612244899,18,15,5,5,12,5,6,8,9,9,0.0898876404494382,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.10112359550561797,0.11235955056179775,0.1348314606741573,0.1797752808988764,-0.07422680412371134,Pierce The Veil,fear
King For A Day,teen_angst,485,0.4981176470588236,0.496098039215686,0.5365784313725492,27,18,8,6,18,10,9,10,12,16,186,0.49811764705882355,0.4960980392156861,0.5365784313725491,18,15,5,5,12,5,6,8,9,9,137,0.5020408163265305,0.4933673469387753,0.5326530612244899,18,15,5,5,12,5,6,8,9,9,0.0898876404494382,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.10112359550561797,0.11235955056179775,0.1348314606741573,0.1797752808988764,-0.07422680412371134,Pierce The Veil,surprise
King For A Day,teen_angst,485,0.4981176470588236,0.496098039215686,0.5365784313725492,27,18,8,6,18,10,9,10,12,16,186,0.49811764705882355,0.4960980392156861,0.5365784313725491,18,15,5,5,12,5,6,8,9,9,137,0.5020408163265305,0.4933673469387753,0.5326530612244899,18,15,5,5,12,5,6,8,9,9,0.0898876404494382,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.10112359550561797,0.11235955056179775,0.1348314606741573,0.1797752808988764,-0.07422680412371134,Pierce The Veil,joy
King For A Day,teen_angst,485,0.4981176470588236,0.496098039215686,0.5365784313725492,27,18,8,6,18,10,9,10,12,16,186,0.49811764705882355,0.4960980392156861,0.5365784313725491,18,15,5,5,12,5,6,8,9,9,137,0.5020408163265305,0.4933673469387753,0.5326530612244899,18,15,5,5,12,5,6,8,9,9,0.0898876404494382,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.10112359550561797,0.11235955056179775,0.1348314606741573,0.1797752808988764,-0.07422680412371134,Pierce The Veil,anticipation
King For A Day,teen_angst,485,0.4981176470588236,0.496098039215686,0.5365784313725492,27,18,8,6,18,10,9,10,12,16,186,0.49811764705882355,0.4960980392156861,0.5365784313725491,18,15,5,5,12,5,6,8,9,9,137,0.5020408163265305,0.4933673469387753,0.5326530612244899,18,15,5,5,12,5,6,8,9,9,0.0898876404494382,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.10112359550561797,0.11235955056179775,0.1348314606741573,0.1797752808988764,-0.07422680412371134,Pierce The Veil,sadness
King For A Day,teen_angst,485,0.4981176470588236,0.496098039215686,0.5365784313725492,27,18,8,6,18,10,9,10,12,16,186,0.49811764705882355,0.4960980392156861,0.5365784313725491,18,15,5,5,12,5,6,8,9,9,137,0.5020408163265305,0.4933673469387753,0.5326530612244899,18,15,5,5,12,5,6,8,9,9,0.0898876404494382,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.10112359550561797,0.11235955056179775,0.1348314606741573,0.1797752808988764,-0.07422680412371134,Kellin Quinn,surprise
King For A Day,teen_angst,485,0.4981176470588236,0.496098039215686,0.5365784313725492,27,18,8,6,18,10,9,10,12,16,186,0.49811764705882355,0.4960980392156861,0.5365784313725491,18,15,5,5,12,5,6,8,9,9,137,0.5020408163265305,0.4933673469387753,0.5326530612244899,18,15,5,5,12,5,6,8,9,9,0.0898876404494382,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.10112359550561797,0.11235955056179775,0.1348314606741573,0.1797752808988764,-0.07422680412371134,Kellin Quinn,fear
King For A Day,teen_angst,485,0.4981176470588236,0.496098039215686,0.5365784313725492,27,18,8,6,18,10,9,10,12,16,186,0.49811764705882355,0.4960980392156861,0.5365784313725491,18,15,5,5,12,5,6,8,9,9,137,0.5020408163265305,0.4933673469387753,0.5326530612244899,18,15,5,5,12,5,6,8,9,9,0.0898876404494382,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.10112359550561797,0.11235955056179775,0.1348314606741573,0.1797752808988764,-0.07422680412371134,Kellin Quinn,disgust
King For A Day,teen_angst,485,0.4981176470588236,0.496098039215686,0.5365784313725492,27,18,8,6,18,10,9,10,12,16,186,0.49811764705882355,0.4960980392156861,0.5365784313725491,18,15,5,5,12,5,6,8,9,9,137,0.5020408163265305,0.4933673469387753,0.5326530612244899,18,15,5,5,12,5,6,8,9,9,0.0898876404494382,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.10112359550561797,0.11235955056179775,0.1348314606741573,0.1797752808988764,-0.07422680412371134,Kellin Quinn,joy
King For A Day,teen_angst,485,0.4981176470588236,0.496098039215686,0.5365784313725492,27,18,8,6,18,10,9,10,12,16,186,0.49811764705882355,0.4960980392156861,0.5365784313725491,18,15,5,5,12,5,6,8,9,9,137,0.5020408163265305,0.4933673469387753,0.5326530612244899,18,15,5,5,12,5,6,8,9,9,0.0898876404494382,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.10112359550561797,0.11235955056179775,0.1348314606741573,0.1797752808988764,-0.07422680412371134,Pierce The Veil,disgust
King For A Day,teen_angst,485,0.4981176470588236,0.496098039215686,0.5365784313725492,27,18,8,6,18,10,9,10,12,16,186,0.49811764705882355,0.4960980392156861,0.5365784313725491,18,15,5,5,12,5,6,8,9,9,137,0.5020408163265305,0.4933673469387753,0.5326530612244899,18,15,5,5,12,5,6,8,9,9,0.0898876404494382,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.10112359550561797,0.11235955056179775,0.1348314606741573,0.1797752808988764,-0.07422680412371134,Kellin Quinn,sadness
King For A Day,teen_angst,485,0.4981176470588236,0.496098039215686,0.5365784313725492,27,18,8,6,18,10,9,10,12,16,186,0.49811764705882355,0.4960980392156861,0.5365784313725491,18,15,5,5,12,5,6,8,9,9,137,0.5020408163265305,0.4933673469387753,0.5326530612244899,18,15,5,5,12,5,6,8,9,9,0.0898876404494382,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.10112359550561797,0.11235955056179775,0.1348314606741573,0.1797752808988764,-0.07422680412371134,Kellin Quinn,anticipation
Leave Me Alone,teen_angst,218,0.4661282051282051,0.5661025641025642,0.6392307692307693,16,9,10,8,15,9,15,9,15,13,81,0.4661282051282052,0.5661025641025642,0.6392307692307694,7,7,5,6,5,4,5,7,8,4,50,0.4676111111111111,0.5615000000000001,0.6334722222222223,7,7,5,6,5,4,5,7,8,4,0.10638297872340426,0.0851063829787234,0.1595744680851064,0.09574468085106383,0.1595744680851064,0.09574468085106383,0.1595744680851064,0.13829787234042554,-0.12844036697247707,I DONT KNOW HOW BUT THEY FOUND ME,fear
